Year,SeriesID,SeriesDescription,Unnamed: 3,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,0.0
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,0.0
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,0.0
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,0.885722949
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.133161577
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,2.385156858
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.005983844
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.102188139
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.723212116
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.236113844
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,1.821996754
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,3.464844965
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,4.38709021
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,4.450984766
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,4.407426129
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,4,Afghanistan,2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,AFG,Country,BX_TRF_PWKR,3.921812138
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,5,South America (M49),1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
