Year,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Age,Nature,Sex,Units,Reporting Type,Type,ISOalpha3,SeriesCode,series,Value
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",124,Canada,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAN,FB_BNK_ACCSS,ts_account,95.80464
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",124,Canada,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAN,FB_BNK_ACCSS,ts_account,99.10332
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",124,Canada,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAN,FB_BNK_ACCSS,ts_account,99.72688
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",124,Canada,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAN,FB_BNK_ACCSS,ts_account,99.63462
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",140,Central African Republic,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAF,FB_BNK_ACCSS,ts_account,3.300809
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",140,Central African Republic,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CAF,FB_BNK_ACCSS,ts_account,13.74595
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",148,Chad,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,TCD,FB_BNK_ACCSS,ts_account,8.959745
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",148,Chad,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,TCD,FB_BNK_ACCSS,ts_account,12.43334
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",148,Chad,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,TCD,FB_BNK_ACCSS,ts_account,21.75919
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",152,Chile,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHL,FB_BNK_ACCSS,ts_account,42.17929
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",152,Chile,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHL,FB_BNK_ACCSS,ts_account,63.25888
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",152,Chile,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHL,FB_BNK_ACCSS,ts_account,74.34924
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",152,Chile,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHL,FB_BNK_ACCSS,ts_account,87.06207
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",156,China,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHN,FB_BNK_ACCSS,ts_account,63.81731
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",156,China,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHN,FB_BNK_ACCSS,ts_account,78.92678
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",156,China,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHN,FB_BNK_ACCSS,ts_account,79.53134
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",156,China,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CHN,FB_BNK_ACCSS,ts_account,88.70902
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",170,Colombia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COL,FB_BNK_ACCSS,ts_account,30.4278
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",170,Colombia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COL,FB_BNK_ACCSS,ts_account,38.99902
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",170,Colombia,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COL,FB_BNK_ACCSS,ts_account,45.75923
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",170,Colombia,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COL,FB_BNK_ACCSS,ts_account,59.71591
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",174,Comoros,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COM,FB_BNK_ACCSS,ts_account,21.69467
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",180,"Congo, Dem. Rep.",2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COD,FB_BNK_ACCSS,ts_account,3.696726
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",180,"Congo, Dem. Rep.",2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COD,FB_BNK_ACCSS,ts_account,17.47698
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",180,"Congo, Dem. Rep.",2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COD,FB_BNK_ACCSS,ts_account,25.82568
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",178,"Congo, Rep.",2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COG,FB_BNK_ACCSS,ts_account,10.04806
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",178,"Congo, Rep.",2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COG,FB_BNK_ACCSS,ts_account,17.0696
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",178,"Congo, Rep.",2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COG,FB_BNK_ACCSS,ts_account,26.09275
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",178,"Congo, Rep.",2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,COG,FB_BNK_ACCSS,ts_account,47.14216
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",188,Costa Rica,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CRI,FB_BNK_ACCSS,ts_account,50.35873
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",188,Costa Rica,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CRI,FB_BNK_ACCSS,ts_account,64.55306
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",188,Costa Rica,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CRI,FB_BNK_ACCSS,ts_account,67.83836
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",188,Costa Rica,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CRI,FB_BNK_ACCSS,ts_account,68.48969
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",384,Cote d'Ivoire,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CIV,FB_BNK_ACCSS,ts_account,34.32202
2017,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",384,Cote d'Ivoire,2017,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CIV,FB_BNK_ACCSS,ts_account,41.33096
2021,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",384,Cote d'Ivoire,2021,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,CIV,FB_BNK_ACCSS,ts_account,50.76229
2011,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",191,Croatia,2011,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,HRV,FB_BNK_ACCSS,ts_account,88.39102
2014,"Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)",191,Croatia,2014,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",,15+,G,BOTHSEX,PERCENT,G,Country,HRV,FB_BNK_ACCSS,ts_account,86.02509
